Store Name: FRIENDLY FOOD MART
Store Address: 1725 BUTLER STREET
Store Phone: 610-252-9370

Item Type,SKU,Item Name,QOH,Selling Price,Unit Per Case,Department,Category,Size
Standard,041800326006,WELCH-S GRAPE JUICE,0,0.89,1,COOLER,DRINKS,EACH
Standard,052000121254,SMALL GATORADE,0,0.99,1,COOLER,DRINKS,EACH
Standard,041800317004,WELCH-S O.J. PINAPPLE,0,0.89,1,COOLER,DRINKS,EACH
Standard,020735096437,TURKEY HILL LEMONADE PNT,-80,1.49,8,COOLER,Tea,EACH
Standard,052000104615,SMALL GATORADE,0,0.99,1,COOLER,DRINKS,EACH
Standard,052000103151,GLACER CHERRY SML GATORADE,0,0.99,1,COOLER,DRINKS,EACH
Standard,613008731434,ARIZONA TEA AWET& LEMONDAE,0,0.99,24,COOLER,Tea,EACH
Standard,041800301232,WELCH-S ORANGE PINAPPLE,0,0.99,1,COOLER,DRINKS,EACH
Standard,041800316007,WELCH-S APPLE JUICE,0,0.99,1,COOLER,DRINKS,EACH
Standard,052000010534,20OZ GATORADE GEEN APPLE,0,1.79,1,COOLER,DRINKS,EACH
Standard,076183001165,SNAPPLE STRAIGHT UP TEA,0,1.99,1,COOLER,DRINKS,EACH
Standard,041800354009,WELCH-S GRAPE JUICE,0,0.99,1,COOLER,DRINKS,EACH
Standard,052000010398,GATORADE 20OZ ARTIC BLITZ,0,1.59,1,COOLER,DRINKS,EACH
Standard,052000121292,12OZ GATORADE STRAWBERRY,0,0.99,1,COOLER,DRINKS,EACH
Standard,052000121865,12OZ GATORADE GRAPE,0,0.99,1,COOLER,DRINKS,EACH
Standard,052000010404,GATORADE 20OZ,0,1.59,1,COOLER,DRINKS,EACH
Standard,075720000715,POLAND SPRING WATER 1.5L,0,1.89,1,COOLER,DRINKS,EACH
Standard,075720969081,POLAND SPRING 12 PK,0,4.99,1,COOLER,DRINKS,EACH
Standard,891702001316,AQUA 84 MINERALS WATER,0,1.19,1,COOLER,DRINKS,EACH
Standard,020735096390,TURKEY HILL SWEET TEA,-54,1.49,1,COOLER,Tea,EACH
Standard,016229917630,FOCO COCONUT WATER/PINAPPLE,0,1.79,1,COOLER,DRINKS,EACH
Standard,016229917593,FOCO COCONUT WATER,0,1.79,1,COOLER,DRINKS,EACH
Standard,016229917654,FOCO COCONUT WATER/LYCHEE,0,1.79,1,COOLER,DRINKS,EACH
Standard,016229917647,COCONUT WATER/MANGO,0,1.79,1,COOLER,DRINKS,EACH
Standard,012000012945,MTN DEW CITRUS CHERRY CAN,0,0.89,1,COOLER,DRINKS,EACH
Standard,051000217691,V8 SPLASH MANGO/PEACH,0,1.19,1,COOLER,DRINKS,EACH
Standard,051000217745,V8 SPLASH TROPICAL BLEND,0,1.19,1,COOLER,DRINKS,EACH
Standard,051000217684,V8 SPLASH BERRY BLEND,0,1.19,1,COOLER,DRINKS,EACH
Standard,852311004303,BAI TEA LEMONADE,0,1.99,1,COOLER,DRINKS,EACH
Standard,813694023480,BAI TEA PASSIONFRUIT,0,1.99,1,COOLER,DRINKS,EACH
Standard,813694023909,BAI TEA RASPBERRY,0,1.99,1,COOLER,DRINKS,EACH
Standard,078000030242,GINGERALE AND LEMONADE,0,2.00,1,COOLER,DRINKS,EACH
Standard,049000068795,DASANI SPARKOING BERRY WATER,0,0.99,1,COOLER,DRINKS,EACH
Standard,049000068764,DASANI SPARKING RAASP/LEMON,0,0.99,1,COOLER,DRINKS,EACH
Standard,052000010381,GATORADE ARTIC BLITZ,0,2.39,1,COOLER,DRINKS,EACH
Standard,041331040006,GOYA COCONUT SODA,0,1.49,1,COOLER,DRINKS,EACH
Standard,075720000616,POLAND SPRING WATER 1 LT,0,1.49,1,COOLER,DRINKS,EACH
Standard,082592660107,NAKED  JUICE MANGO,0,1.99,1,COOLER,DRINKS,EACH
Standard,082592630766,NAKED JUICE GREEN MACHINE,0,1.99,1,COOLER,DRINKS,EACH
Standard,082592194107,NAKED JICE STRBERRY/BANANA,0,1.99,1,COOLER,DRINKS,EACH
Standard,082592988102,NAKED JUICE BRERRY BLAST,0,1.99,1,COOLER,DRINKS,EACH
Standard,012000381218,PEPSI CHERRY VANILLA CAN,0,0.90,1,COOLER,DRINKS,EACH
Standard,853004004037,CORE WATER,0,1.89,1,COOLER,DRINKS,EACH
Standard,041800478002,WELCH-S ORANGE PINEAPPLE,0,1.99,1,COOLER,DRINKS,EACH
Standard,041800429004,WELCH-S CRANBERRY,0,1.89,1,COOLER,DRINKS,EACH
Standard,076183002933,SNAPPLE MANGO,0,1.89,1,COOLER,DRINKS,EACH
Standard,052000013795,GATORADE SMOOTH 32 OZ,0,2.39,1,COOLER,DRINKS,EACH
Standard,016571950316,ICE LAMONADE PEACH,0,0.99,1,COOLER,DRINKS,EACH
Standard,016571940355,ICE LEMONADE CLASSIC,0,0.99,1,COOLER,DRINKS,EACH
Standard,016571950293,ICE LEMONADE STRAWBERRY,0,0.99,1,COOLER,DRINKS,EACH
Standard,041679635124,NESTLE NUTRITION BANANA,0,2.19,1,COOLER,DRINKS,EACH
Standard,041679634127,NESTLE NUTRITION STRAWBERRY,0,2.19,1,COOLER,DRINKS,EACH
Standard,041679633120,NESTLE NUTRITION VANILLA,0,2.19,1,COOLER,DRINKS,EACH
Standard,076183323786,SNAPPLE ICE TEA RASPBERRY,0,2.39,1,COOLER,DRINKS,EACH
Standard,077741362117,CLOVER ICY TEA REG. GAL,0,3.49,1,COOLER,DRINKS,EACH
Standard,012000041396,STARBUCKE ICE COFFEE,0,2.29,1,COOLER,DRINKS,EACH
Standard,020735092866,TURKEY HILL LEMONADE 1 GALLON,-50,3.79,1,COOLER,DRINKS,EACH
Standard,020735092750,TURKEY HILL 1 GALLON ICE TEA,-552,3.99,4,COOLER,Tea,EACH
Standard,052000014501,GATORADE FLOW CITRIS CRASSH,0,1.59,1,COOLER,DRINKS,EACH
Standard,012000150135,MIST TWST,0,0.89,1,COOLER,DRINKS,EACH
Standard,052000001679,PROPEL LEMON,0,1.49,1,COOLER,DRINKS,EACH
Standard,079298000078,EVIAN  WATER,-127,1.99,1,COOLER,DRINKS,EACH
Standard,041679632123,NESTLE CHOCO. NUTRAMENT,0,2.39,1,COOLER,DRINKS,EACH
Standard,076183003152,SNAPPLE LEMON TEA,0,1.79,1,COOLER,DRINKS,EACH
Standard,862116000417,STAR WARS SPACE PUNCH,0,3.29,1,COOLER,DRINKS,EACH
Standard,068274911620,NESTLE SPLASH LEMON,0,0.99,1,COOLER,DRINKS,EACH
Standard,068274346606,NESTLE SPLASH STRAWBERRY MELON,0,0.99,1,COOLER,DRINKS,EACH
Standard,012000286216,PURE LEAF TEA PEACH 18.5oz,-121,1.99,12,COOLER,Tea,EACH
Standard,078000016406,SQUIRT,0,1.79,1,COOLER,DRINKS,EACH
Standard,076183003107,SNAPPLE KIWI STRAWBERRY,0,1.79,1,COOLER,DRINKS,EACH
Standard,076183003282,SNAPPLE,0,1.79,1,COOLER,DRINKS,EACH
Standard,051000201751,V8 ENERGY OJ PINEAPPLE,0,1.19,1,COOLER,DRINKS,EACH
Standard,051000200488,V8 ENERGY PEACH/MANGO,0,1.19,1,COOLER,DRINKS,EACH
Standard,076183003145,SNAPPLE DIT PEAACH,0,1.79,1,COOLER,DRINKS,EACH
Standard,076301590632,APPLE & EVE MANGO PEACH,0,0.99,1,COOLER,DRINKS,EACH
Standard,076301590618,MANGO ORANGE,0,0.99,1,COOLER,DRINKS,EACH
Standard,076301590625,MANGO STRAWBERRY,0,0.99,1,COOLER,DRINKS,EACH
Standard,052000000955,PROPEL FLAVORE WATER,0,1.49,1,COOLER,DRINKS,EACH
Standard,068274342158,NESTLE  SPLASH WILD BERRY,0,0.99,1,COOLER,DRINKS,EACH
Standard,072979004143,SEGRAM GINGETR ALE CAN,0,0.89,1,COOLER,DRINKS,EACH
Standard,052000042399,20 OZ ATORADE CITRUS COOLER,0,1.59,1,COOLER,DRINKS,EACH
Standard,052000042382,20OZ GATORADE RAIN BARRY,0,1.59,1,COOLER,DRINKS,EACH
Standard,052000104127,GATORADE BLUE CHERRY,0,1.59,1,COOLER,DRINKS,EACH
Standard,729228005801,WHITE BIRDCH BEER,-56,1.00,1,COOLER,DRINKS,EACH
Standard,020735092743,TURKEY HILL DIET ICED TEA,-2,2.29,1,COOLER,DRINKS,EACH
Standard,853004004020,CORE WATER 20OZ,0,1.49,1,COOLER,DRINKS,EACH
Standard,642524113509,NIRVANA SMALL WATER,0,0.99,1,COOLER,DRINKS,EACH
Standard,642524114209,NIRVANA SPORTS BOTTEL,0,1.29,1,COOLER,DRINKS,EACH
Standard,858176002584,BODY ARMORE,0,2.89,1,COOLER,DRINKS,EACH
Standard,078742051451,WATER 500ML,-305,1.00,1,COOLER,DRINKS,EACH
Standard,049000026566,DASANI 1 LTR,-219,1.99,1,COOLER,DRINKS,EACH
Standard,610764863638,BANG BLUE RAZZ,-31,2.99,1,COOLER,DRINKS,EACH
Standard,077741360403,SKIM,0,1.79,1,COOLER,DRINKS,EACH
Standard,853471004875,FORTO CS VANILLA LATTE,0,2.96,1,COOLER,DRINKS,EACH
Standard,853471004011,FORTO CS HERSHEY-S CL,0,2.96,1,COOLER,DRINKS,EACH
Standard,853471004899,FORTO CS CHOCOLATE LATTE,0,2.96,1,COOLER,DRINKS,EACH
Standard,853471004042,FORTO CS PURE BLACK,0,2.96,1,COOLER,DRINKS,EACH
Standard,610764389480,REDLINE STAR BLAST,0,3.59,1,COOLER,DRINKS,EACH
Standard,610764389008,REDLINE ORIGINAL TRIPAL BERRY,0,3.59,1,COOLER,DRINKS,EACH
Standard,610764389459,RED LINE,-38,2.99,1,COOLER,DRINKS,EACH
Standard,076737122599,Everfresh PINA COLADA,-6,1.89,12,COOLER,Everfesh 16oz,EACH
Standard,076737122308,Everfresh Orange,-3,1.89,12,COOLER,Everfesh 16oz,EACH
Standard,076737122322,Everfresh APPLE JUICE,-1,1.89,12,COOLER,Everfesh 16oz,EACH
Standard,076737122629,EF PEACH WATERMELON,0,1.89,1,COOLER,DRINKS,EACH
Standard,076737122360,Everfresh TROPICAL FRUIT PUNCH,-4,1.89,12,COOLER,Everfesh 16oz,EACH
Standard,076737124562,EF PINEAPPLE,-1,1.89,1,COOLER,DRINKS,EACH
Standard,610764863652,BANG STAR BLAST,-27,2.99,1,COOLER,DRINKS,EACH
Standard,021000055005,KRAFT CHEESE,0,3.99,1,COOLER,DRINKS,EACH
Standard,610764262271,BANG BANGSTER BERRY,-12,2.99,1,COOLER,DRINKS,EACH
Standard,888670034033,WATER,0,1.29,1,COOLER,DRINKS,EACH
Standard,076737123923,EVERFRESH ISLAND PUNCH,-2,1.89,1,COOLER,DRINKS,EACH
Standard,076737122568,Everfresh CRANBERRY,-3,1.89,12,COOLER,Everfesh 16oz,EACH
Standard,076737124609,Everfresh CHERRY,-1,1.89,12,COOLER,Everfesh 16oz,EACH
Standard,041271009552,DELIGHT CARAMEL MACCHIATO,0,4.99,1,COOLER,DRINKS,EACH
Standard,688267022760,WATER,0,1.25,1,COOLER,DRINKS,EACH
Standard,076183003855,SNAPPLE MANGO,0,1.89,1,COOLER,DRINKS,EACH
Standard,038200000063,DILL PICKLE,-6,1.39,1,COOLER,DRINKS,EACH
Standard,041508800082,S.PELLEGRINO,-42,1.99,1,COOLER,DRINKS,EACH
Standard,076737124593,EVERFRESH STRAWBERRY WATERMELO,-6,1.89,12,COOLER,Everfesh 16oz,EACH
Standard,076737124500,EVERFRESH MANGO CARROT,0,1.99,1,COOLER,DRINKS,EACH
Standard,076737124203,EVERFRESH TROP CARROT,-3,1.89,12,COOLER,Everfesh 16oz,EACH
Standard,020735096574,TURKEY HILL,-61,1.49,1,COOLER,Tea,EACH
Standard,020735093047,TURKEY HILL GREEN TEA,-1,3.79,1,COOLER,DRINKS,EACH
Standard,048500017777,TROPICANA SOME PULP,-125,1.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,048500017791,TROPICANA APPLE JUIC,-106,1.99,12,COOLER,Juice,EACH
Standard,044700024102,LUNCHABLES PEPPRONI,-2,3.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,044700024553,LUNCHABLE TURKY CHDR,-3,3.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,046675000808,YOCRUNCH OREO YOUGERT,0,1.59,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,894700010069,CHOBANI PEACH YOUGERT,0,1.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,717524725271,CARROTS&CELLERY,0,1.39,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,044700070765,P3 PORTABLE PROTEIN CHICKEN,0,2.39,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,044700070772,P3 PROTEIN PACK HAM,0,2.39,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,046675000792,YOCRUNCH M&M YOUGERT,0,1.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,070470006529,YOPLAIT BLUBERRY YOUGERT,0,1.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,894700010052,CHOBANI BLUBERRY YOUGERT,0,1.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,894700010045,CHOBANI STRABERRY YOUGERT,0,1.29,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,024000507864,FRUIT CUP  CHERRY MIX,0,1.69,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,024000507871,FRUIT CUP PEACH,0,1.69,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,024000507857,FRUIT CUP RED GRAPFRUIT,0,1.69,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,717524776549,FRUIT CUP PINAPPLE MEDLY,0,1.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,040822011990,HUMMUS WITH PRETZELS ROAST GAR,0,2.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,040822011952,HUMMUS WITH PRTZL CLASIC,0,2.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433009543,TUNA SALAD WEDGE SANDWHICH,-21,3.89,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433009529,TURKEY & CHEESE WEDGE SANDWHIC,0,3.89,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433009567,SMOKED TURKY WEDGE SANDWHICH,-34,4.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433009574,ITALIAN WEDGE SANDWHICH,0,4.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,824150479123,POM COCONUT,0,2.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,824150472124,POM  HULA,0,2.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,742365208256,HORIZON ORGANIC MILK,0,1.79,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,028300000896,SHAMROCK MMMILK,0,1.59,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,025293001268,SILK ALMONDMILK VANILLA,0,1.89,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,025293001374,SILK SOYMILK CHOCOLATE,0,1.89,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,683300051301,BUTTERED ROLL,0,1.39,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433009536,CHICKEN DALAD WEDGE,0,3.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,082592720153,NAKED JUICE GREEN,0,3.79,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,082592727152,NAKED JUICE BLUE,0,3.79,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,082592660152,NAKED JUICE MANGO,0,3.79,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,071464270407,BOLTHOUSE STRAWBWEER/BANNA,0,3.19,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,071464309503,BOLTHOUSE MANGO,0,3.19,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,071464301507,BOLTHOUSE BLUE,0,3.19,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433009550,MARKET SAND SMOKED HAM&CHEESE,-28,4.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,024000507918,MANDARIAN ORANGES,0,1.69,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433023549,ITALIAN SUB,0,4.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433024171,ITALIAN RAP,-4,5.99,1,SMART STOCK,SMART STOCK,EACH
Standard,041433009512,SMOKED  HAM & CHEESE,-28,3.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,070470003016,YOPLATE RASAP YOUGERT,0,1.39,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,082592917157,NAKED POWER C MACHINE,0,3.39,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,036632001184,DANNON  STRAWBERRY BANANA,0,1.69,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,010374226104,N.Y. CHEESE CAKE,0,1.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,010374727014,RED VELVET CAKE ROLL,0,1.59,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433024232,ARTISAN TURKEY&CHEESE,0,4.89,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,683300019530,F&L RICE PUDDING,0,1.89,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,082592988157,NAKEDJUICE BERRYBLAST,0,3.69,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,894700010106,CHOBANI PINAPPLE YOUGERT,0,1.79,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433024614,WHITE CHICKEN SALAD,0,4.79,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433023563,SMOKED HAM&CHEESE SUB,0,4.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433024102,SMOKED TURKEY&CHADDER SUB,-74,5.99,1,SMART STOCK,SMART STOCK,EACH
Standard,041433024584,RANCH CHICKEN SALAD SANSWICH,0,5.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,071464240400,BOLTHOSE GREENGOODNESS,0,3.19,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433024119,MS ITALIAN STYLE SUB,-44,5.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,070470003139,YOPLATE STRAWBERRY/BANANA,0,1.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,074641011237,SNACK FRESH FRUITS,0,2.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,074641001412,SNACK FRESH FRUIT MEDLEY,0,3.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,798913000056,COUNTRY STICK MEAT,0,1.69,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,798913000070,COUNTRY BRAND SAUSAGE STICK,0,1.69,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,649632000837,APPLE DIPPIN STIX,0,1.59,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433024591,OVEN ROSTED TURKEY & CHEESE,0,4.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433024225,MS ARTISAN SMOKED HAM & SWISS,-38,5.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,070470003009,YOPLATE STRAWBERRY,0,1.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,082592920157,NAKED ORANGE MANGO,0,3.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,082592194152,NAKED STRAWBERRY BANANA,0,3.79,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,894700010120,CHOBANI RASPBERRY YOUGERT,0,1.29,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,037600495486,SKIPPY P.B.BITES,0,3.79,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433026694,DILL EGG SALAD MS SANDWICH,0,3.79,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433026724,SMOKED HAM & SWISS ON PRETZEL,-26,4.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433026700,M/S CRANBERRY CHICKEN SALAD,-15,4.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433026717,M/S ROASTED TURKEY & CHADDER,0,4.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,074329123382,SNAP PICKEL BAG,-8,1.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433001141,DELI EXPRESS MEGA ITALIAN,0,3.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433001158,DELI EXPRESS MEGA TURKEY AND,0,3.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433001165,DELI EXPRESS SMOKED HAM,0,3.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433025772,SOUTHWEST STYLE CHICKEN WRAP,0,5.89,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433027608,CRANBERRY ALMOND CHICKEN,0,1.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433027592,HOMESTYLE TUNA SALAD,0,1.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433027615,EGG SALAD WITH BACON,0,1.99,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,041433023631,DELI EXP. XXL CHICKEN/CHEESE,-8,4.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,077900348235,JIMMY DEAN,0,4.49,1,Fresh Food Fast,Fresh Food Fast,EACH
Standard,086400000734,JOB 1.5CIGARETTE PAP,0,0.00,1,General Marchandise,General Marchandise,EACH
Standard,026000003759,SUPER GLUE,0,0.00,1,General Marchandise,General Marchandise,EACH
Standard,018700000404,HONEY CLOVER,0,0.00,1,General Marchandise,General Marchandise,EACH
Standard,044000004255,MINI CHIPS AHOY GO P,0,0.00,1,General Marchandise,General Marchandise,EACH
Standard,074780000031,PERRIER 330ML,-18,1.79,1,DRINKS,DRINKS,EACH
Standard,034000009855,ICEBREAKERSPEP,0,0.00,1,CANDY,CANDY,EACH
Standard,022000008701,ECLIPSE FRESH COOL,0,0.00,1,CANDY,CANDY,EACH
Standard,040000004196,TWIX CCHOCKI,0,1.49,1,CANDY,CANDY,EACH
Standard,034000009879,ICEBREAKERSSPE,0,0.00,1,CANDY,CANDY,EACH
Standard,034000008926,ICE BREAKER TANGERIN,0,0.00,1,CANDY,CANDY,EACH
Standard,040000000235,TWIX CHOCOLATE COOCK,0,0.00,1,CANDY,CANDY,EACH
Standard,040000000211,TWIX CHOCOLATE PEANU,0,0.00,1,CANDY,CANDY,EACH
Standard,040000004370,M & M MEGA TUBE,0,1.99,1,CANDY,CANDY,EACH
Standard,040000000310,M & M MILK CHOCOLATE,-53,1.37,1,CANDY,CANDY,EACH
Standard,040000001027,SNICKERS REG,0,1.09,1,CANDY,CANDY,EACH
Standard,040000001041,MILKYWAY MIDNIGHT,0,1.09,1,CANDY,CANDY,EACH
Standard,040000001010,MILKY WAY,0,0.00,1,CANDY,CANDY,EACH
Standard,040000000037,3 MUSKTEERS,0,1.09,1,CANDY,CANDY,EACH
Standard,040000001638,TROPICAL SKITTLE,0,1.09,1,CANDY,CANDY,EACH
Standard,040000002666,SOUR SKITTLES,-15,1.39,1,CANDY,CANDY,EACH
Standard,022000009982,ECLIPSE WINTER FRESH,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009975,ECLIPSE PAPPERMINT,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009968,ECLIPSE SPEARMENT,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009999,POPAR ICE SUG. FREE,0,0.00,1,CANDY,CANDY,EACH
Standard,022000004864,ORBIT PAPPERMINT,-13,1.89,1,CANDY,CANDY,EACH
Standard,022000004895,ORBIT SUGAR FREE BUB,-9,1.99,1,CANDY,CANDY,EACH
Standard,022000004857,ORBIT CINNAMUN,0,1.69,1,CANDY,CANDY,EACH
Standard,022000004888,ORBIT WINTER MINT,-16,1.89,1,CANDY,CANDY,EACH
Standard,022000004840,ORBIT SPEARMINT,-25,1.99,1,CANDY,CANDY,EACH
Standard,034000007158,BUBBLE YUM COTTON CA,-16,2.19,1,CANDY,CANDY,EACH
Standard,034000007196,BUBBLE YUM ORIGINAL,0,1.09,1,CANDY,CANDY,EACH
Standard,040000004028,SNICKER REG. KING SI,0,1.99,1,CANDY,CANDY,EACH
Standard,040000001560,STARBUST FRUIT CHEW,0,1.09,1,CANDY,CANDY,EACH
Standard,040000000549,STARBUST SOUR FRUIT,0,0.00,1,CANDY,CANDY,EACH
Standard,040000008774,STARBURST SUMMER FUN,0,1.49,1,CANDY,CANDY,EACH
Standard,040000002574,STARBUST FRUIT AND C,0,0.00,1,CANDY,CANDY,EACH
Standard,079200001650,ORIGINAL SPREE,0,1.09,1,CANDY,CANDY,EACH
Standard,079200001643,SWEET TARTS,0,1.09,1,CANDY,CANDY,EACH
Standard,040000005865,M&M-S COCONUT,0,0.00,1,CANDY,CANDY,EACH
Standard,019000001030,LIFE SAVER PIPO MINT,-6,1.39,1,CANDY,CANDY,EACH
Standard,022000000910,EXTRA SPEARMINT GUM,0,0.00,1,CANDY,CANDY,EACH
Standard,022000000927,EXTRA WILD BERRY,0,0.00,1,CANDY,CANDY,EACH
Standard,022000000934,EXTRA POLAR ICE,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009180,EXTRA PLENTPACK WINT,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009197,EXTRA BUBBLE GUM,0,0.00,1,CANDY,CANDY,EACH
Standard,022000000965,EXTRA PEPPERMINT,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009111,WRIGLEY-S SPEARMINT,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009128,WRIGLEYS DOUBLE MINT,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009654,BIG RED CINNAMON 17S,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009135,WRIGLEY-S JUICY FRUI,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009265,FREEDENT  PEPPERMINT,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009272,FREEDENT WINTERFRESH,0,0.00,1,CANDY,CANDY,EACH
Standard,022000009685,WRIGLEY-S WINTER FRE,0,0.00,1,CANDY,CANDY,EACH
Standard,022000001726,DOUBLE MINT,-31,0.35,1,CANDY,CANDY,EACH
Standard,022000001719,WRIGLEY-S SPEAR MINT,-104,0.35,1,CANDY,CANDY,EACH
Standard,022000001733,WRIGLEY-S JUICY FRUI,0,0.35,1,CANDY,CANDY,EACH
Standard,022000001788,WRIGLEYS WINTER FRES,-116,0.35,1,CANDY,CANDY,EACH
Standard,022000001740,BIG RED CINNAMON GUM,-77,0.35,1,CANDY,CANDY,EACH
Standard,034000003402,CADBURY CARAMELLO 1.,-5,1.39,1,CANDY,CANDY,EACH
Standard,034000002405,HERSHEY-S MILK CHOCO,-93,1.39,1,CANDY,CANDY,EACH
Standard,034000005222,ALMOND JOY KING SIZE,0,1.99,1,CANDY,CANDY,EACH
Standard,034000001095,REESES NUT RAGEOUS,0,1.09,1,CANDY,CANDY,EACH
Standard,034000002481,REESE-S PIECES PEANU,-37,1.39,1,CANDY,CANDY,EACH
Standard,034000000357,REESE-S FAST BREAK M,-59,2.69,1,CANDY,CANDY,EACH
Standard,034000005215,MOUNDS KING SIZE,-20,2.69,1,CANDY,CANDY,EACH
Standard,034000002474,HERSHEY-S WHAT CHA M,0,1.39,1,CANDY,CANDY,EACH
Standard,034000009527,REESES FAST BREAK,0,1.09,1,CANDY,CANDY,EACH
Standard,034000002443,ROLO,0,1.09,1,CANDY,CANDY,EACH
Standard,034000002436,MR. GOODBAR,0,1.39,1,CANDY,CANDY,EACH
